179,25,5,1,0,2,0.001,123124
112,124,5,3,0,4,0.01,685625
205,155,3,4,0,4,0.01,685625
153,136,7,7,0,1,0.001,41136
223,105,2,6,0,4,0.01,685625
293,31,6,7,0,4,0.01,685625
209,38,4,1,0,1,0.001,41136
292,111,7,1,0,3,0.005,210333
33,38,1,6,0,1,0.001,41136
74,72,3,2,0,4,0.01,685625
202,201,5,7,0,1,0.001,41136
4,143,6,6,0,4,0.01,685625
51,90,4,3,0,2,0.001,123124
30,231,1,7,0,1,0.001,41136
112,271,2,3,0,2,0.001,123124
91,114,6,5,0,2,0.001,123124
